,Unnamed: 0.1,head id,head name,tail id,tail name,pathway,link type,relation name,relation value,entry1,entry2,Unnamed: 0,head full name,tail full name
3475,6814,cpd:C00166,C00166,hsa:6898,TAT,hsa00360,ECrel,compound,156,110.0,116.0,,Phenylpyruvate,"TAT, tyrosine aminotransferase"
3476,6815,hsa:218,ALDH3A1,cpd:C00601,C00601,hsa00360,ECrel,compound,183,95.0,109.0,,"ALDH3A1, aldehyde dehydrogenase 3 family member A1",Phenylacetaldehyde
3477,6816,cpd:C00601,C00601,hsa:4128,MAOA,hsa00360,ECrel,compound,183,95.0,109.0,,Phenylacetaldehyde,"MAOA, monoamine oxidase A"
3478,6818,cpd:C00601,C00601,hsa:314,AOC2,hsa00360,ECrel,compound,183,95.0,108.0,,Phenylacetaldehyde,"AOC2, amine oxidase copper containing 2"
3479,6819,path:map00960,Tropane,cpd:C00079,C00079,hsa00360,maplink,compound,169,94.0,158.0,,"Tropane, piperidine and pyridine alkaloid biosynthesis",L-Phenylalanine
3480,6820,cpd:C00079,C00079,path:hsa00400,Phenylalanine,hsa00360,maplink,compound,169,94.0,158.0,,L-Phenylalanine,"Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)"
3481,6822,cpd:C00079,C00079,path:map00960,Tropane,hsa00360,maplink,compound,169,105.0,94.0,,L-Phenylalanine,"Tropane, piperidine and pyridine alkaloid biosynthesis"
3482,6823,hsa:6898,TAT,cpd:C00079,C00079,hsa00360,maplink,compound,169,116.0,94.0,,"TAT, tyrosine aminotransferase",L-Phenylalanine
3483,6825,hsa:137362,GOT1L1...,cpd:C00079,C00079,hsa00360,maplink,compound,169,117.0,94.0,,"GOT1L1, glutamic-oxaloacetic transaminase 1 like 1",L-Phenylalanine
3484,6827,hsa:259307,IL4I1,cpd:C00079,C00079,hsa00360,maplink,compound,169,126.0,94.0,,"IL4I1, interleukin 4 induced 1",L-Phenylalanine
3485,6837,path:hsa00350,Tyrosine,cpd:C00082,C00082,hsa00360,maplink,compound,211,188.0,187.0,,Tyrosine metabolism - Homo sapiens (human),L-Tyrosine
3486,6838,cpd:C00082,C00082,hsa:5053,PAH,hsa00360,maplink,compound,211,188.0,187.0,,L-Tyrosine,"PAH, phenylalanine hydroxylase"
3487,6840,cpd:C00079,C00079,hsa:5053,PAH,hsa00360,ECrel,compound,169,117.0,187.0,,L-Phenylalanine,"PAH, phenylalanine hydroxylase"
3488,6845,hsa:5053,PAH,cpd:C00079,C00079,hsa00360,maplink,compound,169,187.0,94.0,,"PAH, phenylalanine hydroxylase",L-Phenylalanine
3489,6851,hsa:3242,HPD,cpd:C05852,C05852,hsa00360,maplink,compound,172,110.0,198.0,,"HPD, 4-hydroxyphenylpyruvate dioxygenase",2-Hydroxyphenylacetate
3490,6852,cpd:C05852,C05852,path:map00643,Styrene,hsa00360,maplink,compound,172,110.0,198.0,,2-Hydroxyphenylacetate,Styrene degradation
3491,6853,cpd:C00601,cpd:C00601,cpd:C07086,cpd:C07086,hsa00360,reaction,rn:R02536 rn:R02537,reversible,183.0,182.0,0.0,Phenylacetaldehyde,Phenylacetic acid
3492,6854,cpd:C00079,cpd:C00079,cpd:C05332,cpd:C05332,hsa00360,reaction,rn:R00699,irreversible,169.0,181.0,1.0,L-Phenylalanine,Phenethylamine
3493,6855,cpd:C05332,cpd:C05332,cpd:C00601,cpd:C00601,hsa00360,reaction,rn:R02613,reversible,181.0,183.0,2.0,Phenethylamine,Phenylacetaldehyde
3494,6857,cpd:C00166,cpd:C00166,cpd:C05852,cpd:C05852,hsa00360,reaction,rn:R01372,irreversible,156.0,172.0,4.0,Phenylpyruvate,2-Hydroxyphenylacetate
3495,6858,cpd:C00166,cpd:C00166,cpd:C00079,cpd:C00079,hsa00360,reaction,rn:R00694,reversible,156.0,169.0,5.0,Phenylpyruvate,L-Phenylalanine
3496,6860,cpd:C00166,cpd:C00166,cpd:C02763,cpd:C02763,hsa00360,reaction,rn:R01378,reversible,156.0,155.0,7.0,Phenylpyruvate,2-Hydroxy-3-phenylpropenoate
3497,6861,cpd:C00079,cpd:C00079,cpd:C00166,cpd:C00166,hsa00360,reaction,rn:R00689,irreversible,169.0,156.0,8.0,L-Phenylalanine,Phenylpyruvate
3498,6862,cpd:C00079,cpd:C00079,cpd:C00082,cpd:C00082,hsa00360,reaction,rn:R01795,irreversible,169.0,211.0,9.0,L-Phenylalanine,L-Tyrosine
3499,6863,hsa:4128,MAOA,cpd:C05638,C05638,hsa00380,ECrel,compound,160,89.0,90.0,,"MAOA, monoamine oxidase A",5-Hydroxykynurenamine
3500,6864,cpd:C05638,C05638,hsa:1644,DDC,hsa00380,ECrel,compound,160,89.0,90.0,,5-Hydroxykynurenamine,"DDC, dopa decarboxylase"
3501,6865,hsa:1644,DDC,cpd:C05651,C05651,hsa00380,ECrel,compound,161,90.0,137.0,,"DDC, dopa decarboxylase",5-Hydroxykynurenine
3502,6866,cpd:C05651,C05651,hsa:125061,AFMID,hsa00380,ECrel,compound,161,90.0,137.0,,5-Hydroxykynurenine,"AFMID, arylformamidase"
3503,6867,hsa:169355,IDO2,cpd:C05648,C05648,hsa00380,ECrel,compound,162,93.0,137.0,,"IDO2, indoleamine 2,3-dioxygenase 2",5-Hydroxy-N-formylkynurenine
3504,6868,cpd:C05648,C05648,hsa:125061,AFMID,hsa00380,ECrel,compound,162,93.0,137.0,,5-Hydroxy-N-formylkynurenine,"AFMID, arylformamidase"
3505,6869,hsa:169355,IDO2,cpd:C00643,C00643,hsa00380,ECrel,compound,183,93.0,115.0,,"IDO2, indoleamine 2,3-dioxygenase 2",5-Hydroxy-L-tryptophan
3506,6870,cpd:C00643,C00643,hsa:121278,TPH2,hsa00380,ECrel,compound,183,93.0,115.0,,5-Hydroxy-L-tryptophan,"TPH2, tryptophan hydroxylase 2"
3507,6871,hsa:1644,DDC,cpd:C00643,C00643,hsa00380,ECrel,compound,183,92.0,93.0,,"DDC, dopa decarboxylase",5-Hydroxy-L-tryptophan
3508,6872,cpd:C00643,C00643,hsa:169355,IDO2,hsa00380,ECrel,compound,183,92.0,93.0,,5-Hydroxy-L-tryptophan,"IDO2, indoleamine 2,3-dioxygenase 2"
3509,6875,hsa:8942,KYNU,cpd:C00108,C00108,hsa00380,ECrel,compound,223,110.0,111.0,,"KYNU, kynureninase",Anthranilate
3510,6876,cpd:C00108,C00108,hsa:125061,AFMID,hsa00380,ECrel,compound,223,110.0,111.0,,Anthranilate,"AFMID, arylformamidase"
3511,6877,hsa:8942,KYNU,cpd:C00328,C00328,hsa00380,ECrel,compound,176,110.0,118.0,,"KYNU, kynureninase",L-Kynurenine
3512,6878,cpd:C00328,C00328,hsa:51166,AADAT,hsa00380,ECrel,compound,176,110.0,118.0,,L-Kynurenine,"AADAT, aminoadipate aminotransferase"
3513,6879,hsa:8564,KMO,cpd:C00328,C00328,hsa00380,ECrel,compound,176,109.0,110.0,,"KMO, kynurenine 3-monooxygenase",L-Kynurenine
3514,6880,cpd:C00328,C00328,hsa:8942,KYNU,hsa00380,ECrel,compound,176,109.0,110.0,,L-Kynurenine,"KYNU, kynureninase"
3515,6881,hsa:125061,AFMID,cpd:C00328,C00328,hsa00380,ECrel,compound,176,98.0,110.0,,"AFMID, arylformamidase",L-Kynurenine
3516,6888,cpd:C00328,C00328,hsa:8564,KMO,hsa00380,ECrel,compound,176,98.0,109.0,,L-Kynurenine,"KMO, kynurenine 3-monooxygenase"
3517,6889,hsa:8564,KMO,cpd:C03227,C03227,hsa00380,ECrel,compound,199,109.0,112.0,,"KMO, kynurenine 3-monooxygenase",3-Hydroxy-L-kynurenine
3518,6890,cpd:C03227,C03227,hsa:8942,KYNU,hsa00380,ECrel,compound,199,109.0,112.0,,3-Hydroxy-L-kynurenine,"KYNU, kynureninase"
3519,6892,cpd:C03227,C03227,hsa:51166,AADAT,hsa00380,ECrel,compound,199,109.0,117.0,,3-Hydroxy-L-kynurenine,"AADAT, aminoadipate aminotransferase"
3520,6893,hsa:8942,KYNU,cpd:C03227,C03227,hsa00380,ECrel,compound,199,112.0,117.0,,"KYNU, kynureninase",3-Hydroxy-L-kynurenine
3521,6895,hsa:23498,HAAO,cpd:C00632,C00632,hsa00380,ECrel,compound,194,107.0,112.0,,"HAAO, 3-hydroxyanthranilate 3,4-dioxygenase",3-Hydroxyanthranilate
3522,6896,cpd:C00632,C00632,hsa:8942,KYNU,hsa00380,ECrel,compound,194,107.0,112.0,,3-Hydroxyanthranilate,"KYNU, kynureninase"
3523,6897,hsa:8942,KYNU,cpd:C00632,C00632,hsa00380,ECrel,compound,194,112.0,19.0,,"KYNU, kynureninase",3-Hydroxyanthranilate
3524,6898,cpd:C00632,C00632,hsa:847,CAT,hsa00380,ECrel,compound,194,112.0,19.0,,3-Hydroxyanthranilate,"CAT, catalase"
3525,6901,hsa:130013,ACMSD,cpd:C04409,C04409,hsa00380,ECrel,compound,193,106.0,107.0,,"ACMSD, aminocarboxymuconate semialdehyde decarboxylase",2-Amino-3-carboxymuconate semialdehyde
3526,6902,cpd:C04409,C04409,hsa:23498,HAAO,hsa00380,ECrel,compound,193,106.0,107.0,,2-Amino-3-carboxymuconate semialdehyde,"HAAO, 3-hydroxyanthranilate 3,4-dioxygenase"
3527,6903,hsa:64577,ALDH8A1,cpd:C03824,C03824,hsa00380,ECrel,compound,191,105.0,106.0,,"ALDH8A1, aldehyde dehydrogenase 8 family member A1",2-Aminomuconate semialdehyde
3528,6904,cpd:C03824,C03824,hsa:130013,ACMSD,hsa00380,ECrel,compound,191,105.0,106.0,,2-Aminomuconate semialdehyde,"ACMSD, aminocarboxymuconate semialdehyde decarboxylase"
3529,6905,hsa:2639,GCDH,cpd:C00527,C00527,hsa00380,ECrel,compound,188,103.0,104.0,,"GCDH, glutaryl-CoA dehydrogenase",Glutaryl-CoA
3530,6906,cpd:C00527,C00527,hsa:1738,DLD,hsa00380,ECrel,compound,188,103.0,104.0,,Glutaryl-CoA,"DLD, dihydrolipoamide dehydrogenase"
3531,6907,hsa:1892,ECHS1,cpd:C00877,C00877,hsa00380,ECrel,compound,187,102.0,103.0,,"ECHS1, enoyl-CoA hydratase, short chain 1",Crotonoyl-CoA
3532,6908,cpd:C00877,C00877,hsa:2639,GCDH,hsa00380,ECrel,compound,187,102.0,103.0,,Crotonoyl-CoA,"GCDH, glutaryl-CoA dehydrogenase"
3533,6909,hsa:1962,EHHADH,cpd:C01144,C01144,hsa00380,ECrel,compound,186,35.0,102.0,,"EHHADH, enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase",(S)-3-Hydroxybutanoyl-CoA
3534,6910,cpd:C01144,C01144,hsa:1892,ECHS1,hsa00380,ECrel,compound,186,35.0,102.0,,(S)-3-Hydroxybutanoyl-CoA,"ECHS1, enoyl-CoA hydratase, short chain 1"
3535,6911,hsa:38,ACAT1,cpd:C00332,C00332,hsa00380,ECrel,compound,185,101.0,35.0,,"ACAT1, acetyl-CoA acetyltransferase 1",Acetoacetyl-CoA
3536,6912,cpd:C00332,C00332,hsa:1962,EHHADH,hsa00380,ECrel,compound,185,101.0,35.0,,Acetoacetyl-CoA,"EHHADH, enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase"
3537,6913,hsa:6999,TDO2,cpd:C00078,C00078,hsa00380,ECrel,compound,184,113.0,115.0,,"TDO2, tryptophan 2,3-dioxygenase",L-Tryptophan
3538,6914,cpd:C00078,C00078,hsa:121278,TPH2,hsa00380,ECrel,compound,184,113.0,115.0,,L-Tryptophan,"TPH2, tryptophan hydroxylase 2"
3539,6915,hsa:259307,IL4I1,cpd:C00078,C00078,hsa00380,ECrel,compound,184,81.0,115.0,,"IL4I1, interleukin 4 induced 1",L-Tryptophan
3540,6918,cpd:C00078,C00078,hsa:6999,TDO2,hsa00380,ECrel,compound,184,81.0,113.0,,L-Tryptophan,"TDO2, tryptophan 2,3-dioxygenase"
3541,6919,hsa:217,ALDH2,cpd:C00637,C00637,hsa00380,ECrel,compound,215,131.0,145.0,,"ALDH2, aldehyde dehydrogenase 2 family member",Indole-3-acetaldehyde
3542,6920,cpd:C00637,C00637,hsa:4128,MAOA,hsa00380,ECrel,compound,215,131.0,145.0,,Indole-3-acetaldehyde,"MAOA, monoamine oxidase A"
3543,6922,cpd:C00637,C00637,hsa:26,AOC1,hsa00380,ECrel,compound,215,131.0,152.0,,Indole-3-acetaldehyde,"AOC1, amine oxidase copper containing 1"
3544,6923,hsa:1644,DDC,cpd:C00398,C00398,hsa00380,ECrel,compound,216,127.0,145.0,,"DDC, dopa decarboxylase",Tryptamine
3545,6924,cpd:C00398,C00398,hsa:4128,MAOA,hsa00380,ECrel,compound,216,127.0,145.0,,Tryptamine,"MAOA, monoamine oxidase A"
3546,6926,cpd:C00398,C00398,hsa:26,AOC1,hsa00380,ECrel,compound,216,127.0,152.0,,Tryptamine,"AOC1, amine oxidase copper containing 1"
3547,6928,cpd:C00398,C00398,hsa:11185,INMT,hsa00380,ECrel,compound,216,127.0,155.0,,Tryptamine,"INMT, indolethylamine N-methyltransferase"
3548,6929,hsa:4128,MAOA,cpd:C00398,C00398,hsa00380,ECrel,compound,216,145.0,155.0,,"MAOA, monoamine oxidase A",Tryptamine
3549,6931,hsa:26,AOC1,cpd:C00398,C00398,hsa00380,ECrel,compound,216,152.0,155.0,,"AOC1, amine oxidase copper containing 1",Tryptamine
3550,6933,hsa:4128,MAOA,cpd:C05634,C05634,hsa00380,ECrel,compound,204,128.0,139.0,,"MAOA, monoamine oxidase A",5-Hydroxyindoleacetaldehyde
3551,6934,cpd:C05634,C05634,hsa:316,AOX1,hsa00380,ECrel,compound,204,128.0,139.0,,5-Hydroxyindoleacetaldehyde,"AOX1, aldehyde oxidase 1"
3552,6936,cpd:C05634,C05634,hsa:217,ALDH2,hsa00380,ECrel,compound,204,128.0,138.0,,5-Hydroxyindoleacetaldehyde,"ALDH2, aldehyde dehydrogenase 2 family member"
3553,6937,hsa:438,ASMT,cpd:C05635,C05635,hsa00380,ECrel,compound,205,88.0,138.0,,"ASMT, acetylserotonin O-methyltransferase",5-Hydroxyindoleacetate
3554,6938,cpd:C05635,C05635,hsa:217,ALDH2,hsa00380,ECrel,compound,205,88.0,138.0,,5-Hydroxyindoleacetate,"ALDH2, aldehyde dehydrogenase 2 family member"
3555,6940,cpd:C05635,C05635,hsa:316,AOX1,hsa00380,ECrel,compound,205,88.0,139.0,,5-Hydroxyindoleacetate,"AOX1, aldehyde oxidase 1"
3556,6941,hsa:15,AANAT,cpd:C00780,C00780,hsa00380,ECrel,compound,203,86.0,92.0,,"AANAT, aralkylamine N-acetyltransferase",Serotonin
3557,6942,cpd:C00780,C00780,hsa:1644,DDC,hsa00380,ECrel,compound,203,86.0,92.0,,Serotonin,"DDC, dopa decarboxylase"
3558,6943,hsa:1644,DDC,cpd:C00780,C00780,hsa00380,ECrel,compound,203,92.0,154.0,,"DDC, dopa decarboxylase",Serotonin
3559,6944,cpd:C00780,C00780,hsa:11185,INMT,hsa00380,ECrel,compound,203,92.0,154.0,,Serotonin,"INMT, indolethylamine N-methyltransferase"
3560,6945,hsa:169355,IDO2,cpd:C00780,C00780,hsa00380,ECrel,compound,203,87.0,92.0,,"IDO2, indoleamine 2,3-dioxygenase 2",Serotonin
3561,6948,cpd:C00780,C00780,hsa:4128,MAOA,hsa00380,ECrel,compound,203,92.0,128.0,,Serotonin,"MAOA, monoamine oxidase A"
3562,6952,cpd:C00780,C00780,hsa:169355,IDO2,hsa00380,ECrel,compound,203,86.0,87.0,,Serotonin,"IDO2, indoleamine 2,3-dioxygenase 2"
3563,6957,hsa:4128,MAOA,cpd:C00780,C00780,hsa00380,ECrel,compound,203,128.0,154.0,,"MAOA, monoamine oxidase A",Serotonin
3564,6961,hsa:438,ASMT,cpd:C00978,C00978,hsa00380,ECrel,compound,208,84.0,86.0,,"ASMT, acetylserotonin O-methyltransferase",N-Acetylserotonin
3565,6962,cpd:C00978,C00978,hsa:15,AANAT,hsa00380,ECrel,compound,208,84.0,86.0,,N-Acetylserotonin,"AANAT, aralkylamine N-acetyltransferase"
3566,6963,hsa:1543,CYP1A1,cpd:C01598,C01598,hsa00380,ECrel,compound,209,83.0,84.0,,"CYP1A1, cytochrome P450 family 1 subfamily A member 1",Melatonin
3567,6964,cpd:C01598,C01598,hsa:438,ASMT,hsa00380,ECrel,compound,209,83.0,84.0,,Melatonin,"ASMT, acetylserotonin O-methyltransferase"
3568,6965,hsa:169355,IDO2,cpd:C01598,C01598,hsa00380,ECrel,compound,209,82.0,84.0,,"IDO2, indoleamine 2,3-dioxygenase 2",Melatonin
3569,6968,cpd:C01598,C01598,hsa:1543,CYP1A1,hsa00380,ECrel,compound,209,82.0,83.0,,Melatonin,"CYP1A1, cytochrome P450 family 1 subfamily A member 1"
3570,6969,hsa:125061,AFMID,cpd:C02700,C02700,hsa00380,ECrel,compound,177,98.0,108.0,,"AFMID, arylformamidase",L-Formylkynurenine
3571,6970,cpd:C02700,C02700,hsa:8942,KYNU,hsa00380,ECrel,compound,177,98.0,108.0,,L-Formylkynurenine,"KYNU, kynureninase"
3572,6971,hsa:8942,KYNU,cpd:C02700,C02700,hsa00380,ECrel,compound,177,108.0,113.0,,"KYNU, kynureninase",L-Formylkynurenine
3573,6972,cpd:C02700,C02700,hsa:6999,TDO2,hsa00380,ECrel,compound,177,108.0,113.0,,L-Formylkynurenine,"TDO2, tryptophan 2,3-dioxygenase"
3574,6975,hsa:8942,KYNU,cpd:C05653,C05653,hsa00380,ECrel,compound,225,108.0,111.0,,"KYNU, kynureninase",Formylanthranilate
3575,6976,cpd:C05653,C05653,hsa:125061,AFMID,hsa00380,ECrel,compound,225,108.0,111.0,,Formylanthranilate,"AFMID, arylformamidase"
3576,6977,hsa:121278,TPH2,cpd:C00078,C00078,hsa00380,ECrel,compound,184,115.0,127.0,,"TPH2, tryptophan hydroxylase 2",L-Tryptophan
3577,6978,cpd:C00078,C00078,hsa:1644,DDC,hsa00380,ECrel,compound,184,115.0,127.0,,L-Tryptophan,"DDC, dopa decarboxylase"
3578,6984,cpd:C02700,C02700,hsa:169355,IDO2,hsa00380,ECrel,compound,177,98.0,77.0,,L-Formylkynurenine,"IDO2, indoleamine 2,3-dioxygenase 2"
3579,6988,cpd:C00078,C00078,hsa:169355,IDO2,hsa00380,ECrel,compound,184,115.0,77.0,,L-Tryptophan,"IDO2, indoleamine 2,3-dioxygenase 2"
3580,6991,hsa:1644,DDC,cpd:C00078,C00078,hsa00380,ECrel,compound,184,127.0,77.0,,"DDC, dopa decarboxylase",L-Tryptophan
3581,6993,hsa:38,ACAT1,cpd:C00024,C00024,hsa00380,maplink,compound,173,101.0,136.0,,"ACAT1, acetyl-CoA acetyltransferase 1",Acetyl-CoA
3582,6994,cpd:C00024,C00024,path:hsa00010,Glycolysis,hsa00380,maplink,compound,173,101.0,136.0,,Acetyl-CoA,Glycolysis / Gluconeogenesis - Homo sapiens (human)
3583,6996,cpd:C00078,C00078,path:hsa00400,Phenylalanine,hsa00380,maplink,compound,184,115.0,134.0,,L-Tryptophan,"Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)"
3584,7003,hsa:169355,IDO2,cpd:C00078,C00078,hsa00380,maplink,compound,184,77.0,134.0,,"IDO2, indoleamine 2,3-dioxygenase 2",L-Tryptophan
3585,7005,path:map00627,Aminobenzoate,cpd:C00108,C00108,hsa00380,maplink,compound,223,153.0,111.0,,Aminobenzoate degradation,Anthranilate
3586,7008,cpd:C00108,C00108,hsa:8942,KYNU,hsa00380,maplink,compound,223,153.0,110.0,,Anthranilate,"KYNU, kynureninase"
3587,7009,hsa:259307,IL4I1,cpd:C00331,C00331,hsa00380,ECrel,compound,276,81.0,145.0,,"IL4I1, interleukin 4 induced 1",Indolepyruvate
3588,7010,cpd:C00331,C00331,hsa:4128,MAOA,hsa00380,ECrel,compound,276,81.0,145.0,,Indolepyruvate,"MAOA, monoamine oxidase A"
3589,7012,cpd:C00331,C00331,hsa:26,AOC1,hsa00380,ECrel,compound,276,81.0,152.0,,Indolepyruvate,"AOC1, amine oxidase copper containing 1"
3590,7014,cpd:C00078,C00078,hsa:259307,IL4I1,hsa00380,ECrel,compound,184,282.0,81.0,,L-Tryptophan,"IL4I1, interleukin 4 induced 1"
3591,7029,cpd:C00078,cpd:C00078,cpd:C02700,cpd:C02700,hsa00380,reaction,rn:R00678,irreversible,184.0,177.0,0.0,L-Tryptophan,L-Formylkynurenine
3592,7030,cpd:C00078,cpd:C00078,cpd:C00331,cpd:C00331,hsa00380,reaction,rn:R00677,irreversible,184.0,276.0,1.0,L-Tryptophan,Indolepyruvate
3593,7031,cpd:C01598,cpd:C01598,cpd:C05642,cpd:C05642,hsa00380,reaction,rn:R03628,irreversible,209.0,211.0,2.0,Melatonin,Formyl-N-acetyl-5-methoxykynurenamine
3594,7032,cpd:C01598,cpd:C01598,cpd:C05643,cpd:C05643,hsa00380,reaction,rn:R03629,irreversible,209.0,210.0,3.0,Melatonin,6-Hydroxymelatonin
3595,7033,cpd:C00978,cpd:C00978,cpd:C01598,cpd:C01598,hsa00380,reaction,rn:R03130,irreversible,208.0,209.0,4.0,N-Acetylserotonin,Melatonin
3596,7034,cpd:C00780,cpd:C00780,cpd:C00978,cpd:C00978,hsa00380,reaction,rn:R02911,irreversible,203.0,208.0,5.0,Serotonin,N-Acetylserotonin
3597,7035,cpd:C00780,cpd:C00780,cpd:C05647,cpd:C05647,hsa00380,reaction,rn:R02909,irreversible,203.0,207.0,6.0,Serotonin,Formyl-5-hydroxykynurenamine
3598,7036,cpd:C05635,cpd:C05635,cpd:C05660,cpd:C05660,hsa00380,reaction,rn:R04905,irreversible,205.0,217.0,7.0,5-Hydroxyindoleacetate,5-Methoxyindoleacetate
3599,7037,cpd:C05638,cpd:C05638,cpd:C05639,cpd:C05639,hsa00380,reaction,rn:R04908,irreversible,160.0,158.0,8.0,5-Hydroxykynurenamine,"4,6-Dihydroxyquinoline"
3600,7038,cpd:C05651,cpd:C05651,cpd:C05638,cpd:C05638,hsa00380,reaction,rn:R04909,irreversible,161.0,160.0,9.0,5-Hydroxykynurenine,5-Hydroxykynurenamine
3601,7039,cpd:C00643,cpd:C00643,cpd:C00780,cpd:C00780,hsa00380,reaction,rn:R02701,irreversible,183.0,203.0,10.0,5-Hydroxy-L-tryptophan,Serotonin
3602,7040,cpd:C00643,cpd:C00643,cpd:C05648,cpd:C05648,hsa00380,reaction,rn:R02702,irreversible,183.0,162.0,11.0,5-Hydroxy-L-tryptophan,5-Hydroxy-N-formylkynurenine
3603,7041,cpd:C02700,cpd:C02700,cpd:C00328,cpd:C00328,hsa00380,reaction,rn:R01959,irreversible,177.0,176.0,12.0,L-Formylkynurenine,L-Kynurenine
3604,7043,cpd:C01144,cpd:C01144,cpd:C00332,cpd:C00332,hsa00380,reaction,rn:R01975,irreversible,186.0,185.0,14.0,(S)-3-Hydroxybutanoyl-CoA,Acetoacetyl-CoA
3605,7047,cpd:C03824,cpd:C03824,cpd:C02220,cpd:C02220,hsa00380,reaction,rn:R03889,irreversible,191.0,190.0,18.0,2-Aminomuconate semialdehyde,2-Aminomuconate
3606,7048,cpd:C04409,cpd:C04409,cpd:C03824,cpd:C03824,hsa00380,reaction,rn:R04323,irreversible,193.0,191.0,19.0,2-Amino-3-carboxymuconate semialdehyde,2-Aminomuconate semialdehyde
3607,7049,cpd:C00632,cpd:C00632,cpd:C04409,cpd:C04409,hsa00380,reaction,rn:R02665,irreversible,194.0,193.0,20.0,3-Hydroxyanthranilate,2-Amino-3-carboxymuconate semialdehyde
3608,7050,cpd:C02700,cpd:C02700,cpd:C05653,cpd:C05653,hsa00380,reaction,rn:R03936,irreversible,177.0,225.0,21.0,L-Formylkynurenine,Formylanthranilate
3609,7051,cpd:C00328,cpd:C00328,cpd:C03227,cpd:C03227,hsa00380,reaction,rn:R01960,irreversible,176.0,199.0,22.0,L-Kynurenine,3-Hydroxy-L-kynurenine
3610,7052,cpd:C00328,cpd:C00328,cpd:C00108,cpd:C00108,hsa00380,reaction,rn:R00987,irreversible,176.0,223.0,23.0,L-Kynurenine,Anthranilate
3611,7053,cpd:C05653,cpd:C05653,cpd:C00108,cpd:C00108,hsa00380,reaction,rn:R00988,irreversible,225.0,223.0,24.0,Formylanthranilate,Anthranilate
3612,7054,cpd:C03227,cpd:C03227,cpd:C00632,cpd:C00632,hsa00380,reaction,rn:R02668,irreversible,199.0,194.0,25.0,3-Hydroxy-L-kynurenine,3-Hydroxyanthranilate
3613,7056,cpd:C00078,cpd:C00078,cpd:C00643,cpd:C00643,hsa00380,reaction,rn:R01814,irreversible,184.0,183.0,27.0,L-Tryptophan,5-Hydroxy-L-tryptophan
3614,7057,cpd:C00632,cpd:C00632,cpd:C05640,cpd:C05640,hsa00380,reaction,rn:R02670,irreversible,194.0,202.0,28.0,3-Hydroxyanthranilate,Cinnavalininate
3615,7058,cpd:C03227,cpd:C03227,cpd:C05645,cpd:C05645,hsa00380,reaction,rn:R04171,irreversible,199.0,196.0,29.0,3-Hydroxy-L-kynurenine,"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate"
3616,7059,cpd:C00328,cpd:C00328,cpd:C01252,cpd:C01252,hsa00380,reaction,rn:R01956,irreversible,176.0,175.0,30.0,L-Kynurenine,"4-(2-Aminophenyl)-2,4-dioxobutanoate"
3617,7060,cpd:C05636,cpd:C05636,cpd:C05637,cpd:C05637,hsa00380,reaction,rn:R04907,irreversible,198.0,197.0,31.0,3-Hydroxykynurenamine,"4,8-Dihydroxyquinoline"
3618,7061,cpd:C00078,cpd:C00078,cpd:C00398,cpd:C00398,hsa00380,reaction,rn:R00685,irreversible,184.0,216.0,32.0,L-Tryptophan,Tryptamine
3619,7062,cpd:C00780,cpd:C00780,cpd:C05634,cpd:C05634,hsa00380,reaction,rn:R02908,irreversible,203.0,204.0,33.0,Serotonin,5-Hydroxyindoleacetaldehyde
3620,7063,cpd:C00637,cpd:C00637,cpd:C00954,cpd:C00954,hsa00380,reaction,rn:R02678,irreversible,215.0,214.0,34.0,Indole-3-acetaldehyde,Indole-3-acetate
3621,7064,cpd:C05648,cpd:C05648,cpd:C05651,cpd:C05651,hsa00380,reaction,rn:R04911,irreversible,162.0,161.0,35.0,5-Hydroxy-N-formylkynurenine,5-Hydroxykynurenine
3622,7065,cpd:C05634,cpd:C05634,cpd:C05635,cpd:C05635,hsa00380,reaction,rn:R04903,irreversible,204.0,205.0,36.0,5-Hydroxyindoleacetaldehyde,5-Hydroxyindoleacetate
3623,7066,cpd:C05634,cpd:C05634,cpd:C05635,cpd:C05635,hsa00380,reaction,rn:R04904,irreversible,204.0,205.0,37.0,5-Hydroxyindoleacetaldehyde,5-Hydroxyindoleacetate
3624,7067,cpd:C00398,cpd:C00398,cpd:C00637,cpd:C00637,hsa00380,reaction,rn:R02173,irreversible,216.0,215.0,38.0,Tryptamine,Indole-3-acetaldehyde
3625,7069,cpd:C00780,cpd:C00780,cpd:C06212,cpd:C06212,hsa00380,reaction,rn:R02910,irreversible,203.0,226.0,40.0,Serotonin,N-Methylserotonin
3626,7070,cpd:C00398,cpd:C00398,cpd:C06213,cpd:C06213,hsa00380,reaction,rn:R02174,irreversible,216.0,227.0,41.0,Tryptamine,N-Methyltryptamine
3627,7072,hsa:259307,IL4I1,cpd:C00079,C00079,hsa00400,ECrel,compound,102,63.0,72.0,,"IL4I1, interleukin 4 induced 1",L-Phenylalanine
3628,7073,cpd:C00079,C00079,hsa:5053,PAH,hsa00400,ECrel,compound,102,63.0,72.0,,L-Phenylalanine,"PAH, phenylalanine hydroxylase"
